2015-03-27 18:13:00,424 [9] INFO  Caliburn.Micro.ViewModelBinder [(null)] - Action Convention Not Applied: No actionable element for set_IsOutside.
2015-03-27 18:13:00,438 [9] INFO  Caliburn.Micro.ViewModelBinder [(null)] - Action Convention Not Applied: No actionable element for set_FlyingWithoutShell.
2015-03-27 18:13:00,438 [9] INFO  Caliburn.Micro.ViewModelBinder [(null)] - Action Convention Not Applied: No actionable element for get_FlyingWithoutShell.
2015-03-27 18:13:00,439 [9] INFO  Caliburn.Micro.ViewModelBinder [(null)] - Action Convention Not Applied: No actionable element for get_MaxYaw.
2015-03-27 18:13:00,439 [9] INFO  Caliburn.Micro.ViewModelBinder [(null)] - Action Convention Not Applied: No actionable element for set_MaxYaw.
2015-03-27 18:13:00,440 [9] INFO  Caliburn.Micro.ViewModelBinder [(null)] - Action Convention Not Applied: No actionable element for set_MaxVerticalSpeed.
2015-03-27 18:13:00,440 [9] INFO  Caliburn.Micro.ViewModelBinder [(null)] - Action Convention Not Applied: No actionable element for get_MaxVerticalSpeed.
2015-03-27 18:13:00,441 [9] INFO  Caliburn.Micro.ViewModelBinder [(null)] - Action Convention Not Applied: No actionable element for set_MaxEulerAngle.
2015-03-27 18:13:00,442 [9] INFO  Caliburn.Micro.ViewModelBinder [(null)] - Action Convention Not Applied: No actionable element for get_MaxEulerAngle.
2015-03-27 18:13:00,442 [9] INFO  Caliburn.Micro.ViewModelBinder [(null)] - Action Convention Not Applied: No actionable element for get_MaxAltitude.
2015-03-27 18:13:00,443 [9] INFO  Caliburn.Micro.ViewModelBinder [(null)] - Action Convention Not Applied: No actionable element for set_MaxAltitude.
2015-03-27 18:13:00,443 [9] INFO  Caliburn.Micro.ViewModelBinder [(null)] - Action Convention Not Applied: No actionable element for set_IsNotifying.
2015-03-27 18:13:00,444 [9] INFO  Caliburn.Micro.ViewModelBinder [(null)] - Action Convention Not Applied: No actionable element for get_IsNotifying.
2015-03-27 18:13:00,444 [9] INFO  Caliburn.Micro.ViewModelBinder [(null)] - Action Convention Applied: Action ButtonSendIsOutside on element ButtonSendIsOutside(sender,e).
2015-03-27 18:13:00,468 [9] INFO  Caliburn.Micro.ViewModelBinder [(null)] - Action Convention Applied: Action ButtonSendFlyingWithoutShell on element ButtonSendFlyingWithoutShell(sender,e).
2015-03-27 18:13:00,469 [9] INFO  Caliburn.Micro.ViewModelBinder [(null)] - Action Convention Applied: Action ButtonShowCamera on element ButtonShowCamera(sender,e).
2015-03-27 18:13:00,469 [9] INFO  Caliburn.Micro.ViewModelBinder [(null)] - Action Convention Applied: Action ButtonDisconnect on element ButtonDisconnect(sender,e).
2015-03-27 18:13:00,470 [9] INFO  Caliburn.Micro.ViewModelBinder [(null)] - Action Convention Not Applied: No actionable element for ButtonBlinkLeds.
